股票代码,market_code,所属概念数量,所属概念,code
003009.SZ,33,12,军民融合;军工;商业航天;无人机;专精特新;西部大开发;央企国企改革;国企改革;可控核聚变;光伏概念;中字头股票;深股通,003009
688516.SH,17,15,BC电池;钙钛矿电池;TOPCON电池;第三代半导体;光伏概念;芯片概念;机器视觉;高端装备;储能;共封装光学(CPO);锂电池概念;固态电池;先进封装;沪股通;融资融券,688516
300320.SZ,33,12,大飞机;高端装备;光伏建筑一体化;高铁;新能源汽车;比亚迪概念;光伏概念;特斯拉概念;华为汽车;钙钛矿电池;深股通;融资融券,300320
000551.SZ,33,26,PM2.5;军工;商业航天;家用电器;军民融合;机器人概念;特斯拉概念;新能源汽车;空气能热泵;特高压;无人驾驶;芯片概念;减速器;职业教育;创投;食品安全;氢能源;一带一路;中芯国际概念;污水处理;国企改革;参股银行;猴痘概念;期货概念;融资融券;深股通,000551
300440.SZ,33,15,专精特新;军工;虚拟现实;机器人概念;高铁;无人驾驶;2025年报预增;智能物流;人工智能;职业教育;储能;数字孪生;AI智能体;西部大开发;深股通,300440
600667.SH,17,9,存储芯片;先进封装;OLED;芯片概念;光伏建筑一体化;沪股通;融资融券;绿色电力;国企改革,600667
920576.BJ,151,9,可控核聚变;商业航天;核电;西部大开发;海工装备;融资融券;国企改革;卫星导航;专精特新,920576
688507.SH,17,15,数字孪生;人形机器人;AI智能体;在线教育;AI应用;传感器;低空经济;机器人概念;人工智能;军工;商业航天;海工装备;股权转让(并购重组);沪股通;融资融券,688507
688110.SH,17,12,存储芯片;汽车芯片;芯片概念;5G;消费电子概念;智能穿戴;AI PC;专精特新;安防;车联网(车路协同);沪股通;融资融券,688110
002741.SZ,33,17,PET铜箔;PCB概念;先进封装;共封装光学(CPO);芯片概念;富士康概念;5G;固态电池;宁德时代概念;锂电池概念;钠离子电池;比亚迪概念;氟化工概念;动力电池回收;消毒剂;融资融券;深股通,002741
300506.SZ,33,6,车联网(车路协同);粤港澳大湾区;比亚迪概念;智慧城市;智慧灯杆;摘帽,300506
301421.SZ,33,17,光刻机;PCB概念;芯片概念;消费电子概念;AI眼镜;3D打印;专精特新;机器视觉;无人机;无人驾驶;锂电池概念;机器人概念;安防;医疗器械概念;基因测序;深股通;融资融券,301421
301095.SZ,33,12,光刻机;共封装光学(CPO);存储芯片;第三代半导体;芯片概念;专精特新;信创;人工智能;AI智能体;DeepSeek概念;深股通;融资融券,301095
002182.SZ,33,24,小金属概念;无人机;军工;飞行汽车(eVTOL);3D打印;低空经济;商业航天;特斯拉概念;比亚迪概念;宁德时代概念;一体化压铸;机器人概念;华为概念;5G;消费电子概念;苹果概念;华为汽车;长安汽车概念;氢能源;富士康概念;央企国企改革;国企改革;深股通;融资融券,002182
002635.SZ,33,33,同花顺果指数;柔性屏(折叠屏);苹果概念;MR(混合现实);无线耳机;智能音箱;消费电子概念;无线充电;智能穿戴;MiniLED;汽车电子;5G;小米概念;OLED;传感器;虚拟现实;特斯拉概念;华为概念;新能源汽车;高压快充;海峡两岸;机器人概念;智能家居;无人机;充电桩;元宇宙;储能;人民币贬值受益;燃料电池;一带一路;氢能源;深股通;融资融券,002635
605020.SH,17,10,环氧丙烷;PVDF概念;氟化工概念;共同富裕示范区;一带一路;智能物流;2025年报预增;液冷服务器;沪股通;融资融券,605020
300301.SZ,33,5,ST板块;PPP概念;跨境电商;人民币贬值受益;储能,300301
688115.SH,17,12,芯片概念;WiFi 6;苹果概念;机器视觉;新型工业化;军工;虚拟现实;华为概念;工业互联网;数字孪生;股权转让(并购重组);融资融券,688115
688669.SH,17,6,光刻胶;石墨烯;可降解塑料;磷化工;钙钛矿电池;融资融券,688669
001322.SZ,33,6,养老概念;智能家居;鸿蒙概念;粤港澳大湾区;华为概念;深股通,001322
002587.SZ,33,37,柔性屏(折叠屏);虚拟现实;智慧灯杆;消费电子概念;MR(混合现实);足球概念;MicroLED概念;专精特新;MiniLED;粤港澳大湾区;语音技术;广东自贸区;华为概念;物联网;元宇宙;机器人概念;5G;人脸识别;苹果概念;智慧城市;体育产业;人工智能;在线教育;抖音概念(字节概念);腾讯概念;信创;AIGC概念;数字经济;智慧政务;区块链;虚拟数字人;华为鲲鹏;AI应用;ChatGPT概念;互联网金融;英伟达概念;旅游概念,002587
002783.SZ,33,13,民爆概念;生态农业;化肥;煤化工概念;国企改革;氢能源;燃料电池;军民融合;军工;新能源汽车;光伏概念;股权转让(并购重组);融资融券,002783
300259.SZ,33,12,智能电网;数字孪生;物联网;传感器;专精特新;虚拟现实;光伏概念;华为概念;数据要素;水利;雄安新区;深股通,300259
300901.SZ,33,9,人民币贬值受益;新疆振兴;英伟达概念;三胎概念;虚拟数字人;多模态AI;AIGC概念;东数西算(算力);融资融券,300901
002983.SZ,33,11,MicroLED概念;MiniLED;消费电子概念;AI眼镜;专精特新;汽车芯片;小米概念;汽车电子;智能家居;华为概念;深股通,002983
002937.SZ,33,17,液冷服务器;5G;消费电子概念;PEEK材料;虚拟现实;汽车电子;新能源汽车;智能家居;宁德时代概念;无人驾驶;工业互联网;毫米波雷达;特斯拉概念;人民币贬值受益;一带一路;深股通;融资融券,002937
603678.SH,17,18,超级电容;第三代半导体;5G;芯片概念;小米概念;商业航天;数据中心(AIDC);核电;新能源汽车;专精特新;军工;海峡两岸;2025年报预增;创投;人工智能;无人机;沪股通;融资融券,603678
002871.SZ,33,10,液冷服务器;数据中心(AIDC);军工;人工智能;军民融合;水利;人民币贬值受益;地下管网;一带一路;俄乌冲突概念,002871
300840.SZ,33,15,华为盘古;鸿蒙概念;C2M概念;AIGC概念;AI应用;AI智能体;新型工业化;人工智能;DeepSeek概念;工业互联网;华为概念;网红经济;数据中心(AIDC);三胎概念;深股通,300840
300323.SZ,33,16,MicroLED概念;第三代半导体;MiniLED;共封装光学(CPO);AI眼镜;消费电子概念;汽车电子;智能穿戴;芯片概念;虚拟现实;华为概念;东数西算(算力);国企改革;深股通;金属回收;融资融券,300323
600879.SH,17,20,太赫兹;军工信息化;卫星导航;军民融合;商业航天;军工;无人机;低空经济;高端装备;物联网;量子科技;特高压;传感器;京津冀一体化;央企国企改革;医疗器械概念;芯片概念;国企改革;沪股通;融资融券,600879
301005.SZ,33,26,卫星导航;航空发动机;商业航天;大飞机;军工;无人机;低空经济;专精特新;飞行汽车(eVTOL);PEEK材料;小米概念;机器人概念;汽车热管理;比亚迪概念;特斯拉概念;换电概念;新能源汽车;人形机器人;小米汽车;家用电器;华为汽车;创投;智能物流;氢能源;深股通;融资融券,301005
600459.SH,17,22,小金属概念;芯片概念;黄金概念;金属回收;军工;专精特新;新能源汽车;华为概念;PM2.5;燃料电池;氢能源;脑机接口;固废处理;西部大开发;俄乌冲突概念;国企改革;沪股通;融资融券;创新药;HJT电池;医疗器械概念;光伏概念,600459
688550.SH,17,12,光刻胶;OLED;钙钛矿电池;人民币贬值受益;西部大开发;国企改革;乡村振兴;减肥药;创新药;股权转让(并购重组);沪股通;融资融券,688550
688426.SH,17,6,基因测序;猴痘概念;医疗器械概念;幽门螺杆菌概念;流感;融资融券,688426
002655.SZ,33,19,无线充电;苹果概念;汽车电子;消费电子概念;毫米波雷达;智能音箱;智能穿戴;无线耳机;新型烟草(电子烟);传感器;小米概念;芯片概念;新能源汽车;无人机;华为概念;智能家居;元宇宙;一带一路;深股通,002655
688079.SH,17,19,MicroLED概念;富士康概念;光刻机;苹果概念;AI眼镜;先进封装;第三代半导体;消费电子概念;智能穿戴;5G;MR(混合现实);传感器;芯片概念;虚拟现实;华为概念;专精特新;无人机;沪股通;融资融券,688079
601226.SH,17,18,风电;核电;储能;海工装备;光伏概念;高端装备;DeepSeek概念;一带一路;燃料电池;雄安新区;京津冀一体化;机器人概念;氢能源;超超临界发电;央企国企改革;国企改革;沪股通;融资融券,601226
689009.SH,17,12,两轮车;跨境电商;DeepSeek概念;人工智能;机器人概念;国产操作系统;车联网(车路协同);储能;2025年报预增;小米概念;英伟达概念;融资融券,689009
002132.SZ,33,13,硅能源;有机硅概念;光纤概念;钙钛矿电池;光伏概念;高铁;机器人概念;一带一路;特高压;2026一季报预增;黄金概念;深股通;融资融券,002132
600770.SH,17,16,数据安全;汽车芯片;芯片概念;语音技术;创投;手机游戏;人工智能;网络游戏;2025年报预增;绿色电力;碳纤维;跨境电商;融资融券;第三代半导体;股权转让(并购重组);沪股通,600770
688233.SH,17,7,存储芯片;第三代半导体;芯片概念;专精特新;2025年报预增;沪股通;融资融券,688233
603004.SH,17,6,染料;人民币贬值受益;专精特新;商业航天;沪股通;融资融券,603004
300670.SZ,33,9,智能电网;光伏建筑一体化;电力物联网;储能;风电;海工装备;工业互联网;绿色电力;碳纤维,300670
300027.SZ,33,13,特色小镇;短剧游戏;虚拟数字人;数字经济;文化传媒概念;抖音概念(字节概念);IP经济(谷子经济);元宇宙;腾讯概念;阿里巴巴概念;旅游概念;网红经济;ST板块,300027
688375.SH,17,17,军工信息化;卫星导航;6G概念;商业航天;军民融合;军工;无人机;5G;毫米波雷达;芯片概念;DeepSeek概念;第三代半导体;先进封装;央企国企改革;国企改革;沪股通;融资融券,688375
300446.SZ,33,24,军民融合;军工;海工装备;高铁;高端装备;长安汽车概念;小米汽车;华为汽车;无人驾驶;专精特新;新能源汽车;比亚迪概念;民爆概念;华为概念;机器视觉;小米概念;智能座舱;央企国企改革;国企改革;芯片概念;页岩气;光刻胶;PCB概念;深股通,300446
688656.SH,17,2,沪股通;融资融券,688656
920077.BJ,151,6,2025年报预增;专精特新;融资融券;风电;碳纤维;国企改革,920077
300219.SZ,33,24,MicroLED概念;柔性屏(折叠屏);MiniLED;MR(混合现实);汽车电子;消费电子概念;小米概念;虚拟现实;华为汽车;长安汽车概念;比亚迪概念;芯片概念;新能源汽车;小米汽车;车联网(车路协同);华为概念;光刻机;无人机;粤港澳大湾区;互联网金融;文化传媒概念;国企改革;深股通;融资融券,300219
600783.SH,17,6,创投;国企改革;代糖概念;融资融券;参股券商;沪股通,600783
688170.SH,17,26,MicroLED概念;先进封装;共封装光学(CPO);第三代半导体;OLED;存储芯片;华为海思概念股;柔性屏(折叠屏);光纤概念;PCB概念;芯片概念;BC电池;PET铜箔;钙钛矿电池;3D打印;商业航天;专精特新;光伏概念;华为概念;高端装备;碳纤维;宁德时代概念;固态电池;锂电池概念;沪股通;融资融券,688170
605006.SH,17,4,PCB概念;风电;国企改革;沪股通,605006
300093.SZ,33,8,HJT电池;建筑节能;光伏建筑一体化;钙钛矿电池;西部大开发;算力租赁;光伏概念;摘帽,300093
300721.SZ,33,7,环氧丙烷;染料;光刻胶;OLED;芯片概念;锂电池概念;新能源汽车,300721
300537.SZ,33,17,光刻胶;OLED;PCB概念;芯片概念;5G;富士康概念;消费电子概念;智能穿戴;华为手机;华为概念;光伏概念;比亚迪概念;新能源汽车;BC电池;石墨烯;海工装备;深股通,300537
603002.SH,17,9,PCB概念;先进封装;芯片概念;5G;英伟达概念;海峡两岸;比亚迪概念;3D打印;沪股通,603002
300342.SZ,33,15,太赫兹;军民融合;军工信息化;卫星导航;商业航天;军工;无人机;低空经济;6G概念;家用电器;国企改革;无人驾驶;华为概念;深股通;融资融券,300342
002080.SZ,33,22,PCB概念;6G概念;5G;固态电池;宁德时代概念;锂电池概念;商业航天;新能源汽车;无人机;军工;2025年报预增;燃料电池;风电;海工装备;氢能源;深股通;一带一路;污水处理;央企国企改革;国企改革;中字头股票;融资融券,002080
301257.SZ,33,9,CRO概念;细胞免疫治疗;减肥药;创新药;肝炎概念;智能医疗;DeepSeek概念;AI智能体;融资融券,301257
000056.SZ,33,7,租售同权;物业管理;ST板块;智能物流;物联网;固态电池;芯片概念,000056
002822.SZ,33,17,ST板块;装配式建筑;物业管理;PPP概念;乡村振兴;新型城镇化;光伏建筑一体化;医疗器械概念;区块链;粤港澳大湾区;数字货币;风电;华为概念;算力租赁;数据中心(AIDC);光伏概念;东数西算(算力),002822
000609.SZ,33,8,高铁;创投;互联网金融;芯片概念;ST板块;存储芯片;先进封装;股权转让(并购重组),000609
600007.SH,17,7,中字头股票;高股息精选;同花顺中特估100;物业管理;国企改革;沪股通;融资融券,600007
600660.SH,17,9,证金持股;同花顺漂亮100;同花顺出海50;福建自贸区;小米汽车;沪股通;融资融券;特斯拉概念;光伏概念,600660
920015.BJ,151,7,芯片概念;有机硅概念;光刻胶;专精特新;新股与次新股;融资融券;国企改革,920015
000838.SZ,33,6,租售同权;ST板块;固废处理;西部大开发;污水处理;股权转让(并购重组),000838
002816.SZ,33,10,污水处理;机器人概念;ST板块;国企改革;储能;高压快充;光刻机;芯片概念;先进封装;股权转让(并购重组),002816
600730.SH,22,14,化债概念(AMC概念);物业管理;创投;参股券商;国企改革;芯片概念;职业教育;人工智能;在线教育;AI应用;DeepSeek概念;信创;ST板块;股权转让(并购重组),600730
603595.SH,22,10,第三代半导体;无线充电;富士康概念;苹果概念;无线耳机;消费电子概念;光伏概念;宁德时代概念;新能源汽车;ST板块,603595
300751.SZ,33,15,钙钛矿电池;HJT电池;存储芯片;MicroLED概念;第三代半导体;芯片概念;先进封装;MiniLED;光伏概念;OLED;高端装备;新型工业化;锂电池概念;融资融券;深股通,300751
600745.SH,22,25,ST板块;同花顺漂亮100;车联网(车路协同);人民币贬值受益;虚拟现实;AI PC;华为概念;无线耳机;智能座舱;小米概念;智能穿戴;数据中心(AIDC);汽车电子;英伟达概念;消费电子概念;同花顺果指数;苹果概念;5G;AI手机;液冷服务器;芯片概念;汽车芯片;先进封装;第三代半导体;股权转让(并购重组),600745
002713.SZ,33,14,ST板块;装配式建筑;智能物流;智能家居;数字经济;小米概念;人工智能;数据中心(AIDC);AI应用;算力租赁;AIGC概念;东数西算(算力);元宇宙;互联网金融,002713
