股票代码,所属概念数量,所属概念,market_code,code
002128.SZ,11,煤炭概念;央企国企改革;绿色电力;风电;西部大开发;国企改革;深股通;融资融券;储能;数据要素;股权转让(并购重组),33,002128
002986.SZ,4,可降解塑料;回购增持再贷款概念;粤港澳大湾区;深股通,33,002986
300082.SZ,10,固态电池;锂电池概念;宁德时代概念;污水处理;碳中和;新能源汽车;柔性屏(折叠屏);一带一路;深股通;融资融券,33,300082
603169.SH,27,可控核聚变;商业航天;核污染防治;军工;航空发动机;核电;光热发电;高端装备;氢能源;天然气;中俄贸易概念;光伏概念;超超临界发电;一带一路;碳中和;机器人概念;西部大开发;储能;一体化压铸;工业互联网;新疆振兴;数字经济;锂电池概念;国企改革;煤化工概念;沪股通;融资融券,17,603169
000938.SZ,34,东数西算(算力);网络安全;中国AI 50;国产操作系统;物联网;数据中心;英伟达概念;5G;车联网(车路协同);WiFi 6;阿里巴巴概念;数据安全;算力租赁;云计算;智慧政务;抖音概念(字节概念);人工智能;智慧城市;液冷服务器;机器人概念;数字孪生;AI智能体;DeepSeek概念;数据要素;国资云;芯片概念;数字乡村;AIGC概念;6G概念;储能;共封装光学(CPO);AI应用;深股通;融资融券,33,000938
002528.SZ,25,ST板块;智慧灯杆;深圳国企改革;国企改革;智慧城市;物联网;人民币贬值受益;数字经济;数字孪生;智能医疗;智能家居;安防;国资云;东数西算(算力);区块链;人工智能;数据要素;华为概念;人脸识别;智慧政务;信创;机器视觉;华为鲲鹏;5G;军民融合,33,002528
002512.SZ,24,卫星导航;商业航天;福建自贸区;6G概念;海峡两岸;虚拟数字人;数字乡村;智慧政务;在线教育;华为鲲鹏;数字经济;智慧城市;人工智能;鸿蒙概念;互联网金融;DeepSeek概念;5G;物联网;机器人概念;小米概念;乡村振兴;一带一路;消费电子概念;ST板块,33,002512
688660.SH,6,海工装备;上海国企改革;风电;国企改革;融资融券;沪股通,17,688660
600623.SH,17,煤化工概念;丙烯酸;PVDF概念;新疆振兴;氟化工概念;消毒剂;国企改革;回购增持再贷款概念;锂电池概念;参股券商;沪股通;上海国企改革;芯片概念;超级品牌;创投;DeepSeek概念;融资融券,17,600623
003035.SZ,15,虚拟电厂;智能电网;风电;绿色电力;华为数字能源;光伏概念;固废处理;碳中和;央企国企改革;建筑节能;2025三季报预增;国企改革;乡村振兴;融资融券;深股通,33,003035
603026.SH,9,氟化工概念;宁德时代概念;锂电池概念;环氧丙烷;新能源汽车;燃料电池;国企改革;沪股通;融资融券,17,603026
000697.SZ,8,大飞机;ST板块;军工;航空发动机;国企改革;无人机;西部大开发;人民币贬值受益,33,000697
600330.SH,29,PCB概念;商业航天;第三代半导体;5G;卫星导航;毫米波雷达;光伏概念;先进封装;高端装备;军工;无线充电;OLED;汽车电子;芯片概念;储能;数据中心;新能源汽车;量子科技;充电桩;AI眼镜;锂电池概念;智能穿戴;长三角一体化;固废处理;创投;智能物流;乡村振兴;融资融券;沪股通,17,600330
601225.SH,7,煤炭概念;证金持股;国企改革;同花顺漂亮100;沪股通;融资融券;西部大开发,17,601225
000908.SZ,9,眼科医疗;基因测序;创新药;流感;ST板块;仿制药一致性评价;医疗器械概念;医美概念;消毒剂,33,000908
688087.SH,7,可降解塑料;固废处理;碳中和;回购增持再贷款概念;人民币贬值受益;沪股通;融资融券,17,688087
000609.SZ,5,ST板块;互联网金融;创投;高铁;股权转让(并购重组),33,000609
000004.SZ,20,手机游戏;ST板块;抖音概念(字节概念);互联网金融;人脸识别;鸿蒙概念;人工智能;粤港澳大湾区;数据安全;车联网(车路协同);网络安全;云计算;信创;物联网;工业互联网;华为概念;5G;东数西算(算力);储能;电力物联网,33,000004
600438.SH,15,BC电池;钙钛矿电池;TOPCON电池;硅能源;HJT电池;光伏概念;储能;同花顺漂亮100;芯片概念;西部大开发;乡村振兴;农村电商;融资融券;沪股通;预制菜,17,600438
000669.SZ,2,ST板块;天然气,33,000669
688678.SH,14,人形机器人;特斯拉概念;富士康概念;消费电子概念;苹果概念;比亚迪概念;机器人概念;新能源汽车;TOPCON电池;光伏概念;海峡两岸;医疗器械概念;沪股通;融资融券,17,688678
600599.SH,3,ST板块;互联网金融;人民币贬值受益,22,600599
000711.SZ,15,土壤修复;固废处理;污水处理;ST板块;PPP概念;金属回收;水利;雄安新区;金属锌;黑龙江自贸区;一带一路;小金属概念;乡村振兴;无人机;物联网,33,000711
000791.SZ,9,超超临界发电;绿色电力;风电;西部大开发;国企改革;东数西算(算力);股权转让(并购重组);融资融券;深股通,33,000791
688345.SH,8,固态电池;钠离子电池;锂电池概念;两轮车;储能;数据中心;机器人概念;融资融券,17,688345
002047.SZ,14,ST板块;光伏建筑一体化;风电;装配式建筑;横琴新区;股权转让(并购重组);粤港澳大湾区;一带一路;国企改革;智慧城市;智能穿戴;AI眼镜;虚拟现实;元宇宙,33,002047
002092.SZ,17,煤化工概念;煤炭概念;水泥概念;消毒剂;可降解塑料;新疆振兴;碳交易;国企改革;石墨烯;碳中和;西部大开发;一带一路;风电;深股通;职业教育;跨境电商;摘帽,33,002092
300348.SZ,28,数字货币;移动支付;跨境支付(CIPS);华为欧拉;互联网金融;华为鲲鹏;鸿蒙概念;财税数字化;区块链;信创;数据要素;AI智能体;数据安全;云计算;智慧城市;数字经济;AIGC概念;DeepSeek概念;阿里巴巴概念;人工智能;腾讯概念;华为概念;化债概念(AMC概念);粤港澳大湾区;一带一路;AI应用;融资融券;深股通,33,300348
603843.SH,22,赛马概念;ST板块;特色小镇;PPP概念;地下管网;新型城镇化;算力租赁;东数西算(算力);盐湖提锂;固废处理;水利;充电桩;光伏概念;一带一路;西部大开发;智慧政务;乡村振兴;雅下水电概念;旅游概念;小金属概念;金属锌;金属铜,22,603843
300688.SZ,28,智谱AI;财税数字化;云计算;ChatGPT概念;Web3.0;算力租赁;智慧政务;AIGC概念;虚拟数字人;AI智能体;在线教育;阿里巴巴概念;数据要素;抖音概念(字节概念);区块链;知识产权保护;元宇宙;DeepSeek概念;数字经济;职业教育;东数西算(算力);人工智能;独角兽概念;华为概念;AI应用;创投;股权转让(并购重组);深股通,33,300688
300401.SZ,6,专精特新;合成生物;维生素;仿制药一致性评价;融资融券;深股通,33,300401
600985.SH,9,煤炭概念;煤化工概念;超超临界发电;民爆概念;绿色电力;国企改革;华为概念;融资融券;沪股通,17,600985
688021.SH,4,燃料电池;氢能源;专精特新;融资融券,17,688021
002656.SZ,11,风电;ST板块;智能电网;高端装备;新能源汽车;三胎概念;人民币贬值受益;区块链;虚拟现实;腾讯概念;股权转让(并购重组),33,002656
002298.SZ,47,电力物联网;智能电网;虚拟电厂;数据中心;网络安全;数据安全;东数西算(算力);物联网;华为概念;人脸识别;阿里巴巴概念;信创;抽水蓄能;智慧政务;云计算;智慧城市;人工智能;工业互联网;5G;充电桩;数据要素;光伏建筑一体化;安防;储能;AIGC概念;时空大数据;数字经济;无线充电;水利;高铁;机器视觉;专精特新;数字乡村;传感器;光纤概念;无人机;消费电子概念;军工;军工信息化;锂电池概念;新型城镇化;绿色电力;碳中和;PPP概念;碳交易;深股通;融资融券,33,002298
301290.SZ,4,医疗器械概念;血氧仪;重组蛋白;融资融券,33,301290
603159.SH,2,特斯拉概念;汽车电子,17,603159
600328.SH,12,小金属概念;锂电池概念;国企改革;回购增持再贷款概念;央企国企改革;西部大开发;核电;DeepSeek概念;股权转让(并购重组);中字头股票;沪股通;融资融券,17,600328
000807.SZ,10,俄乌冲突概念;央企国企改革;深股通;融资融券;西部大开发;国企改革;碳交易;燃料电池;工业互联网;新能源汽车,33,000807
301273.SZ,6,新型工业化;专精特新;低空经济;芯片概念;稀土永磁;融资融券,33,301273
601615.SH,18,HJT电池;钙钛矿电池;光伏概念;商业航天;阿里巴巴概念;光伏建筑一体化;芯片概念;人工智能;风电;海工装备;储能;高端装备;粤港澳大湾区;2025年报预增;绿色电力;氢能源;融资融券;沪股通,17,601615
600803.SH,10,天然气;俄乌冲突概念;煤化工概念;沪股通;融资融券;氢能源;雄安新区;燃料电池;DeepSeek概念;股权转让(并购重组),17,600803
003031.SZ,22,共封装光学(CPO);光刻机;第三代半导体;华为海思概念股;芯片概念;6G概念;5G;消费电子概念;汽车电子;商业航天;比亚迪概念;卫星导航;新能源汽车;专精特新;军工;华为概念;充电桩;央企国企改革;国企改革;中字头股票;融资融券;深股通,33,003031
002585.SZ,15,PET铜箔;光伏概念;锂电池概念;OLED;柔性屏(折叠屏);消费电子概念;建筑节能;小米概念;华为概念;可降解塑料;绿色电力;参股银行;区块链;融资融券;深股通,33,002585
601218.SH,6,风电;海工装备;绿色电力;2025年报预增;金属回收;融资融券,17,601218
601975.SH,7,航运概念;央企国企改革;国企改革;回购增持再贷款概念;人民币贬值受益;沪股通;融资融券,17,601975
000973.SZ,14,固态电池;锂电池概念;宁德时代概念;比亚迪概念;粤港澳大湾区;OLED;特高压;国企改革;证金持股;AI眼镜;融资融券;航运概念;深股通;股权转让(并购重组),33,000973
605218.SH,11,智能家居;虚拟现实;MiniLED;长安汽车概念;汽车电子;智能座舱;消费电子概念;元宇宙;比亚迪概念;OLED;特斯拉概念,17,605218
300943.SZ,16,商业航天;卫星导航;核电;军民融合;军工;无人机;传感器;芯片概念;汽车热管理;智慧城市;燃料电池;新能源汽车;氢能源;天然气;股权转让(并购重组);融资融券,33,300943
301499.SZ,15,高压快充;传感器;汽车电子;新能源汽车;燃料电池;专精特新;毫米波雷达;消费电子概念;无人驾驶;汽车热管理;氢能源;芯片概念;PCB概念;天然气;融资融券,33,301499
688693.SH,8,汽车芯片;芯片概念;专精特新;第三代半导体;无人机;充电桩;智能电网;融资融券,17,688693
600259.SH,10,金属铜;小金属概念;稀土永磁;海南自贸区;央企国企改革;国企改革;粤港澳大湾区;融资融券;中字头股票;沪股通,17,600259
002459.SZ,18,TOPCON电池;BC电池;钙钛矿电池;HJT电池;硅能源;光伏概念;储能;风电;京津冀一体化;比亚迪概念;一带一路;绿色电力;雄安新区;回购增持再贷款概念;DeepSeek概念;人民币贬值受益;融资融券;深股通,33,002459
600075.SH,14,煤化工概念;水泥概念;生态农业;可降解塑料;新疆振兴;碳交易;绿色电力;国企改革;西部大开发;回购增持再贷款概念;一带一路;储能;沪股通;融资融券,17,600075
300759.SZ,7,CRO概念;创新药;智能医疗;人工智能;人民币贬值受益;融资融券;深股通,33,300759
300827.SZ,12,智能电网;光伏概念;绿色电力;氢能源;储能;可控核聚变;宁德时代概念;一带一路;数据中心;专精特新;融资融券;深股通,33,300827
000155.SZ,13,盐湖提锂;小金属概念;磷化工;锂电池概念;风电;绿色电力;储能;固废处理;回购增持再贷款概念;西部大开发;国企改革;深股通;融资融券,33,000155
301306.SZ,10,商业航天;卫星导航;大飞机;军民融合;军工;华为概念;专精特新;西部大开发;存储芯片;融资融券,33,301306
600337.SH,14,C2M概念;数字经济;人工智能;智能物流;华为概念;跨境电商;AIGC概念;工业互联网;AI智能体;智能家居;新疆振兴;铜缆高速连接;AI应用;融资融券,17,600337
605488.SH,8,人形机器人;传感器;机器人概念;苹果概念;专精特新;消费电子概念;华为概念;沪股通,17,605488
002177.SZ,9,互联网金融;人脸识别;国产操作系统;数字经济;物业管理;创投;粤港澳大湾区;深股通;融资融券,33,002177
603382.SH,6,注册制次新股;工业互联网;数字经济;绿色电力;新股与次新股;融资融券,17,603382
002384.SZ,20,共封装光学(CPO);同花顺果指数;PCB概念;苹果概念;5G;数据中心;高压快充;芯片概念;消费电子概念;小米概念;人形机器人;新能源汽车;特斯拉概念;MiniLED;华为概念;机器人概念;深股通;人民币贬值受益;长三角一体化;融资融券,33,002384
603699.SH,9,页岩气;可控核聚变;氢能源;人民币贬值受益;一带一路;核电;风电;沪股通;融资融券,17,603699
002394.SZ,3,数字经济;创投;一带一路,33,002394
301220.SZ,8,烟草;合成生物;参股银行;人民币贬值受益;一带一路;2025年报预增;深股通;融资融券,33,301220
688251.SH,12,数字孪生;物联网;智能物流;人形机器人;人工智能;机器人概念;新型工业化;无人驾驶;新能源汽车;比亚迪概念;专精特新;融资融券,17,688251
301180.SZ,12,高压快充;AI眼镜;比亚迪概念;储能;智能穿戴;消费电子概念;苹果概念;华为概念;宁德时代概念;锂电池概念;深股通;融资融券,33,301180
002648.SZ,12,环氧丙烷;煤化工概念;丙烯酸;POE胶膜;氢能源;锂电池概念;燃料电池;长三角一体化;互联网金融;三胎概念;融资融券;深股通,33,002648
603606.SH,8,柔性直流输电;风电;海工装备;高端装备;工业互联网;参股券商;沪股通;融资融券,17,603606
300904.SZ,7,减速器;新能源汽车;风电;绿色电力;海工装备;西部大开发;融资融券,33,300904
002532.SZ,8,俄乌冲突概念;钠离子电池;新疆振兴;锂电池概念;西部大开发;回购增持再贷款概念;融资融券;深股通,33,002532
000818.SZ,22,算力租赁;云计算;东数西算(算力);DeepSeek概念;人工智能;数据中心;英伟达概念;创投;卫星导航;5G;军工;军民融合;芯片概念;存储芯片;国企改革;燃料电池;铜缆高速连接;共封装光学(CPO);氢能源;环氧丙烷;深股通;融资融券,33,000818
301246.SZ,13,钠离子电池;氟化工概念;固态电池;磷化工;锂电池概念;2025年报预增;比亚迪概念;猴痘概念;仿制药一致性评价;合成生物;流感;深股通;融资融券,33,301246
300620.SZ,20,共封装光学(CPO);光纤概念;5G;芯片概念;数据中心;3D打印;量子科技;海工装备;商业航天;卫星导航;无人驾驶;2025年报预增;2025三季报预增;粤港澳大湾区;一带一路;横琴新区;国企改革;股权转让(并购重组);深股通;融资融券,33,300620
